AgencyName,Murder,Rape,Robbery,Assault,Burglary,Larceny,Auto Theft,Total,Population,Year,County
CROWELL PD (NR),0,0,0,0,0,0,0,0,895,2015,Foard County
ARCOLA PD,0,0,1,3,11,1116,1,1132,1672,2015,Fort Bend County
MEADOWS PLACE PD,0,0,3,8,17,67,6,101,4778,2015,Fort Bend County
SUGAR LAND PD,1,11,42,29,206,1239,25,1553,88810,2015,Fort Bend County
NEEDVILLE PD,0,3,1,4,1,26,1,36,3087,2015,Fort Bend County
FORT BEND CO SO,8,69,130,623,1134,2851,248,5063,438341,2015,Fort Bend County
ROSENBERG PD,4,19,24,58,146,377,41,669,35238,2015,Fort Bend County
FORT BEND ISD PD,0,1,4,9,8,431,0,453,0,2015,Fort Bend County
MISSOURI CITY PD,1,25,59,63,230,930,108,1416,72879,2015,Fort Bend County
STAFFORD PD,0,10,26,47,98,518,63,762,18492,2015,Fort Bend County
RICHMOND PD,0,9,8,24,53,226,13,333,12121,2015,Fort Bend County
FULSHEAR PD,0,0,1,5,11,61,1,79,5000,2015,Fort Bend County
FRANKLIN CO SO,3,3,1,6,40,67,10,130,9919,2015,Franklin County
WORTHAM PD,0,0,1,2,4,29,1,37,1058,2015,Freestone County
TEAGUE PD,0,0,0,1,8,1,0,10,3598,2015,Freestone County
FREESTONE CO SO,1,0,0,16,51,69,10,147,12239,2015,Freestone County
FAIRFIELD PD,0,0,1,2,6,21,0,30,2899,2015,Freestone County
PEARSALL PD,0,1,6,23,83,138,4,255,10031,2015,Frio County
DILLEY PD,0,0,2,2,35,43,7,89,4225,2015,Frio County
FRIO CO SO,0,0,0,2,33,43,8,86,4653,2015,Frio County
GAINES CO SO,0,2,0,6,33,76,8,125,9813,2015,Gaines County
SEAGRAVES PD (NR),0,0,0,3,13,19,1,36,2752,2015,Gaines County
SEMINOLE PD,0,0,0,3,13,82,7,105,7396,2015,Gaines County
COLLEGE OF THE MAINLAND PD (NR),0,0,0,0,0,8,0,8,0,2015,Galveston County
LA MARQUE PD,4,14,22,47,157,527,35,806,15768,2015,Galveston County
KEMAH PD,0,1,5,1,11,156,3,177,2008,2015,Galveston County
UNIV OF TX: MEDICAL BRANCH PD,0,0,0,0,0,109,5,114,0,2015,Galveston County
GALVESTON CO SO,3,29,21,72,275,678,93,1171,39877,2015,Galveston County
GALVESTON PD,2,61,76,85,335,1296,187,2042,50065,2015,Galveston County
SANTA FE ISD PD,0,0,0,0,1,18,0,19,0,2015,Galveston County
GALVESTON ISD PD,0,0,0,4,3,11,0,18,0,2015,Galveston County
HITCHCOCK PD,0,1,2,12,41,93,20,169,7558,2015,Galveston County
DICKINSON PD,0,10,17,16,104,322,39,508,19810,2015,Galveston County
BAYOU VISTA PD (NR),0,1,0,1,9,13,0,24,1576,2015,Galveston County
FRIENDSWOOD PD,1,17,3,7,60,277,18,383,38851,2015,Galveston County
TX A&M UNIV: GALVESTON PD (NR),0,0,0,1,0,11,0,12,0,2015,Galveston County
JAMAICA BEACH PD,0,0,0,0,5,13,2,20,1041,2015,Galveston County
TEXAS CITY PD,3,19,61,103,233,1142,83,1644,46976,2015,Galveston County
SANTA FE PD,0,14,0,18,47,114,14,207,12982,2015,Galveston County
LEAGUE CITY PD,1,25,25,37,240,1454,73,1855,97172,2015,Galveston County
GARZA CO SO,0,2,0,2,30,38,4,76,6443,2015,Garza County
FREDERICKSBURG PD,0,0,0,3,12,137,8,160,10971,2015,Gillespie County
GILLESPIE CO SO,2,1,0,2,17,51,7,80,14770,2015,Gillespie County
GLASSCOCK CO SO,0,0,1,0,5,4,1,11,1310,2015,Glasscock County
GOLIAD CO SO,0,2,1,16,23,71,4,117,7651,2015,Goliad County
GONZALES CO SO,1,1,0,12,32,74,7,127,9573,2015,Gonzales County
GONZALES PD,0,8,0,81,43,169,7,308,7517,2015,Gonzales County
NIXON PD (NR),0,3,1,8,22,23,0,57,2477,2015,Gonzales County
PAMPA PD,0,1,6,87,168,737,42,1041,18517,2015,Gray County
GRAY CO SO,0,1,1,12,20,59,11,104,4725,2015,Gray County
HOWE PD,0,1,0,8,6,16,6,37,2616,2015,Grayson County
GRAYSON COLLEGE PD,0,0,0,0,0,7,0,7,0,2015,Grayson County
SHERMAN PD,2,42,32,93,261,854,84,1368,40338,2015,Grayson County
SOUTHMAYD PD (NR),0,0,0,0,0,0,0,0,1003,2015,Grayson County
DENISON PD,2,27,25,84,151,448,65,802,22952,2015,Grayson County
VAN ALSTYNE PD,0,0,0,1,6,28,2,37,3265,2015,Grayson County
COLLINSVILLE PD,1,0,0,0,6,6,0,13,1656,2015,Grayson County
AUSTIN COLLEGE PD,0,0,0,1,3,28,2,34,0,2015,Grayson County
POTTSBORO PD,0,0,0,8,4,10,2,24,2231,2015,Grayson County
WHITESBORO PD,0,0,2,5,2,36,2,47,3877,2015,Grayson County
GRAYSON CO SO,3,2,1,51,161,300,66,584,43001,2015,Grayson County
TIOGA PD,0,0,0,0,6,2,3,11,830,2015,Grayson County
WHITEWRIGHT PD,0,0,0,10,4,10,3,27,1620,2015,Grayson County
WHITE OAK PD,0,4,2,2,12,66,16,102,6277,2015,Gregg County
GLADEWATER PD,0,4,5,18,52,154,21,254,6426,2015,Gregg County
KILGORE PD,0,12,12,53,99,442,41,659,15335,2015,Gregg County
LONGVIEW PD,15,41,128,235,792,2974,280,4465,81842,2015,Gregg County
GREGG CO SO,4,13,6,67,176,324,66,656,22124,2015,Gregg County
GRIMES CO SO,0,3,1,15,100,130,14,263,19973,2015,Grimes County
NAVASOTA PD,0,6,4,61,50,156,13,290,7406,2015,Grimes County
SEGUIN PD,2,29,7,32,224,750,33,1077,27504,2015,Guadalupe County
SCHERTZ PD,2,12,11,41,93,488,34,681,38201,2015,Guadalupe County
GUADALUPE CO SO,0,23,2,30,186,322,43,606,47669,2015,Guadalupe County
CIBOLO PD,0,6,1,17,47,204,16,291,26655,2015,Guadalupe County
PLAINVIEW PD,0,7,6,36,169,661,25,904,20907,2015,Hale County
ABERNATHY PD,0,0,1,0,18,24,6,49,2732,2015,Hale County
HALE CO SO (NR),0,0,0,6,38,66,3,113,9366,2015,Hale County
MEMPHIS PD,0,1,0,3,3,4,0,11,2111,2015,Hall County
ESTELLINE PD (NR),0,0,0,0,0,0,0,0,141,2015,Hall County
HALL CO SO,0,1,1,2,2,3,2,11,993,2015,Hall County
HAMILTON CO SO,0,0,0,0,11,20,3,34,3896,2015,Hamilton County
HAMILTON PD,0,0,1,8,31,60,5,105,2932,2015,Hamilton County
SPEARMAN PD,0,0,0,1,0,2,3,6,3296,2015,Hansford County
HANSFORD CO SO,0,1,0,1,6,12,1,21,2201,2015,Hansford County
HARDEMAN CO SO,2,0,0,1,19,14,3,39,3217,2015,Hardeman County
SOUR LAKE PD,0,0,0,1,1,13,2,17,1775,2015,Hardin County
KOUNTZE PD,1,0,1,10,8,31,2,53,2089,2015,Hardin County
LUMBERTON PD,0,12,3,15,43,154,7,234,12382,2015,Hardin County
HARDIN CO SO,0,5,1,41,96,160,45,348,33000,2015,Hardin County
SILSBEE PD,1,0,1,11,27,182,7,229,6699,2015,Hardin County
UNIV OF ST. THOMAS PD,0,2,0,0,0,7,0,9,0,2015,Harris County
PASADENA ISD PD,0,4,2,3,15,79,7,110,0,2015,Harris County
JACINTO CITY PD,0,1,23,8,53,162,29,276,10870,2015,Harris County
LA PORTE PD,0,27,11,41,95,402,63,639,35336,2015,Harris County
RICE UNIV PD,0,0,3,1,8,194,4,210,0,2015,Harris County
UNIV OF HOUSTON PD,0,4,11,6,42,433,23,519,0,2015,Harris County
SPRING BRANCH ISD PD,0,0,7,3,5,47,1,63,0,2015,Harris County
PORT OF HOUSTON AUTH PD,0,0,0,5,0,20,2,27,0,2015,Harris County
HOUSTON PD,303,986,10278,10427,19859,66634,13560,122047,2275221,2015,Harris County
WEBSTER PD,1,9,12,25,105,552,71,775,11236,2015,Harris County
JERSEY VILLAGE PD,0,1,5,10,71,105,35,227,7975,2015,Harris County
ALIEF ISD PD,0,0,3,65,2,48,8,126,0,2015,Harris County
HUMBLE PD,0,30,60,60,147,1380,165,1842,15734,2015,Harris County
TOMBALL PD,1,5,9,18,24,230,29,316,11435,2015,Harris County
HOUSTON BAPTIST UNIV PD,0,1,1,1,13,32,0,48,0,2015,Harris County
BELLAIRE PD,0,0,15,6,73,195,16,305,18605,2015,Harris County
NASSAU BAY PD,0,3,2,5,16,77,6,109,4132,2015,Harris County
DEER PARK PD,0,7,11,23,80,513,35,669,34131,2015,Harris County
KATY PD,0,17,11,33,63,621,35,780,15969,2015,Harris County
UNIV OF HOUSTON: CLEAR LAKE PD,0,0,0,0,1,18,0,19,0,2015,Harris County
HARRIS CO SO,89,454,3452,5214,9966,29300,6434,54909,1806761,2015,Harris County
BAYTOWN PD,6,34,81,112,483,1967,426,3109,77145,2015,Harris County
HEDWIG VILLAGE PD,0,0,6,0,23,159,9,197,2705,2015,Harris County
TEXAS SOUTHERN UNIV PD,2,1,4,5,49,168,3,232,0,2015,Harris County
WEST UNIVERSITY PLACE PD,0,0,8,1,105,85,7,206,15806,2015,Harris County
KLEIN ISD PD,0,0,4,12,7,48,2,73,0,2015,Harris County
HUMBLE ISD PD,0,2,2,3,0,142,6,155,0,2015,Harris County
ALDINE ISD PD,0,0,6,0,33,68,9,116,0,2015,Harris County
GALENA PARK PD,0,10,8,19,49,129,42,257,11240,2015,Harris County
PASADENA PD,2,70,183,377,724,2994,555,4905,154986,2015,Harris County
SEABROOK PD,0,3,7,13,34,108,16,181,12997,2015,Harris County
UNIV OF  HOUSTON:  DOWNTOWN PD,0,0,1,1,2,42,2,48,0,2015,Harris County
HOUSTON METRO TRANSIT PD,0,0,0,0,0,31,8,39,0,2015,Harris County
MEMORIAL VILLAGES PD,0,0,3,3,27,58,1,92,12150,2015,Harris County
SOUTH HOUSTON PD,0,2,40,36,96,315,144,633,17667,2015,Harris County
SPRING VALLEY VILLAGE PD,0,0,4,1,17,83,5,110,4251,2015,Harris County
KATY ISD PD,0,1,1,5,5,268,0,280,0,2015,Harris County
LAKEVIEW PD,0,0,0,10,9,17,2,38,6468,2015,Harris County
HOUSTON COMM COLLEGE PD,0,2,5,2,20,133,11,173,0,2015,Harris County
SOUTHSIDE PLACE PD,0,0,1,3,2,10,0,16,1844,2015,Harris County
SPRING ISD PD,0,2,6,29,6,122,4,169,0,2015,Harris County
UNIV OF TX: HOUSTON  PD,0,3,5,13,21,288,2,332,0,2015,Harris County
HARRISON CO SO,0,8,1,44,73,149,8,283,36948,2015,Harrison County
MARSHALL PD,2,11,17,104,238,579,73,1024,25005,2015,Harrison County
HALLSVILLE ISD PD,0,0,0,0,1,5,0,6,0,2015,Harrison County
HALLSVILLE PD,0,0,0,7,14,19,0,40,3986,2015,Harrison County
HARTLEY CO SO,0,0,0,1,12,6,2,21,3334,2015,Hartley County
RULE PD (NR),0,0,0,0,0,0,0,0,636,2015,Haskell County
HASKELL PD,0,1,0,3,2,9,3,18,3230,2015,Haskell County
HASKELL CO SO,0,0,0,1,8,15,1,25,2494,2015,Haskell County
BUDA PD,0,0,2,5,23,305,19,354,12722,2015,Hays County
HAYS CO SO,0,19,6,143,188,507,40,903,83075,2015,Hays County
KYLE PD,2,11,6,43,65,440,32,599,34092,2015,Hays County
SAN MARCOS PD,5,45,44,120,297,1364,140,2015,62919,2015,Hays County
TX STATE UNIV: SAN MARCOS PD,0,0,6,3,20,193,4,226,0,2015,Hays County
HEMPHILL CO SO,0,1,0,17,12,56,8,94,4291,2015,Hemphill County
ATHENS PD,0,11,7,24,123,363,23,551,12844,2015,Henderson County
MALAKOFF PD (NR),0,0,2,3,14,16,1,36,2308,2015,Henderson County
SEVEN POINTS PD,0,0,3,6,6,21,2,38,1449,2015,Henderson County
GUN BARREL CITY PD,0,0,1,8,57,140,20,226,6027,2015,Henderson County
HENDERSON CO SO,1,47,5,91,437,400,118,1099,54564,2015,Henderson County
TOOL PD,0,0,0,5,15,20,7,47,2266,2015,Henderson County
HIDALGO CO SO,17,122,129,416,1517,2699,303,5203,263120,2015,Hidalgo County
PENITAS PD,0,3,3,30,13,120,7,176,4698,2015,Hidalgo County
DONNA PD,1,14,22,130,170,730,44,1111,16609,2015,Hidalgo County
SAN JUAN PD,2,25,20,152,188,800,48,1235,36719,2015,Hidalgo County
LA VILLA PD,0,0,0,6,3,22,2,33,2525,2015,Hidalgo County
ALAMO PD,0,17,13,129,148,920,57,1284,19385,2015,Hidalgo County
PALMVIEW PD,3,6,9,48,60,213,15,354,5705,2015,Hidalgo County
MERCEDES PD,1,15,10,70,103,509,24,732,16788,2015,Hidalgo County
EDINBURG CISD PD,0,0,1,1,6,78,0,86,0,2015,Hidalgo County
PHARR PD,1,34,13,126,303,1414,90,1981,76576,2015,Hidalgo County
SULLIVAN CITY PD,0,1,1,8,24,52,1,87,4185,2015,Hidalgo County
UT PAN AMERICAN PD (RETIRED) (NR),0,0,0,0,1,38,2,41,0,2015,Hidalgo County
UNIV OF TX: RIO GRANDE VALLEY PD,0,0,0,0,4,23,1,28,0,2015,Hidalgo County
ELSA PD,0,0,3,45,23,108,0,179,6876,2015,Hidalgo County
HIDALGO PD,1,9,1,19,23,241,29,323,13732,2015,Hidalgo County
MISSION PD,1,21,20,43,243,1647,135,2110,83552,2015,Hidalgo County
LA JOYA PD,0,0,0,0,0,8,0,8,4275,2015,Hidalgo County
MCALLEN PD,2,16,51,83,435,4091,111,4789,140593,2015,Hidalgo County
EDCOUCH PD,0,0,0,0,0,2,0,2,3302,2015,Hidalgo County
EDINBURG PD,2,49,53,261,596,3314,160,4435,85137,2015,Hidalgo County
PROGRESO PD (NR),0,0,0,0,0,0,0,0,5946,2015,Hidalgo County
ALTON PD,0,0,3,8,56,176,22,265,15895,2015,Hidalgo County
PALMHURST PD,0,0,1,7,8,116,4,136,2690,2015,Hidalgo County
WESLACO PD,1,16,44,116,308,1734,57,2276,38109,2015,Hidalgo County
HILL CO SO,2,1,0,40,124,194,8,369,21440,2015,Hill County
ITASCA PD,0,0,1,2,12,11,0,26,1615,2015,Hill County
HILLSBORO PD,0,4,8,16,44,274,13,359,8327,2015,Hill County
WHITNEY PD,0,0,0,0,15,37,3,55,2085,2015,Hill County
HUBBARD PD (NR),0,1,0,3,2,1,0,7,1388,2015,Hill County
HOCKLEY CO SO,0,0,0,17,39,61,1,118,9747,2015,Hockley County
SOUTH PLAINS COLLEGE PD,0,1,0,0,1,5,0,7,0,2015,Hockley County
LEVELLAND PD,1,20,9,87,136,380,17,650,14071,2015,Hockley County
GRANBURY PD,0,10,1,8,68,481,10,578,9326,2015,Hood County
HOOD CO SO,2,1,3,66,145,240,32,489,44592,2015,Hood County
SULPHUR SPRINGS PD,2,10,7,23,49,204,28,323,16103,2015,Hopkins County
HOPKINS CO SO,0,5,1,21,53,64,6,150,19290,2015,Hopkins County
CUMBY PD (NR),0,0,0,0,0,0,0,0,786,2015,Hopkins County
CROCKETT PD,0,0,1,50,29,140,10,230,6474,2015,Houston County
HOUSTON CO SO,1,2,4,4,46,78,17,152,14678,2015,Houston County
GRAPELAND PD,0,0,0,3,14,6,3,26,1406,2015,Houston County
HOWARD CO SO,1,3,3,29,73,134,21,264,8376,2015,Howard County
BIG SPRING PD,1,10,30,190,279,969,81,1560,28775,2015,Howard County
HUDSPETH CO SO,0,0,0,1,11,15,0,27,3158,2015,Hudspeth County
CADDO MILLS PD,0,0,0,4,7,5,8,24,1456,2015,Hunt County
HUNT CO SO,0,4,12,77,230,356,77,756,47902,2015,Hunt County
TX A&M UNIV: COMMERCE PD,0,5,1,0,12,72,1,91,0,2015,Hunt County
COMMERCE PD,0,3,5,26,43,144,11,232,8732,2015,Hunt County
WEST TAWAKONI PD (NR),0,0,0,0,5,10,1,16,1634,2015,Hunt County
GREENVILLE PD,0,28,27,55,246,588,61,1005,26313,2015,Hunt County
HUTCHINSON CO SO,0,5,0,14,43,61,20,143,6962,2015,Hutchinson County
BORGER PD,0,25,10,55,169,351,23,633,12893,2015,Hutchinson County
IRION CO SO,1,0,0,0,4,25,0,30,1568,2015,Irion County
JACK CO SO,1,0,1,6,17,32,8,65,4443,2015,Jack County
JACKSBORO PD,0,3,0,11,24,49,8,95,4391,2015,Jack County
JACKSON CO SO,0,3,1,13,18,65,3,103,7004,2015,Jackson County
GANADO PD,0,0,0,0,10,11,0,21,2105,2015,Jackson County
EDNA PD,0,2,2,8,22,78,3,115,5835,2015,Jackson County
JASPER CO SO,0,32,2,47,113,224,23,441,25804,2015,Jasper County
JASPER PD,0,1,3,32,67,361,11,475,7638,2015,Jasper County
KIRBYVILLE PD (NR),0,0,0,12,6,10,4,32,2123,2015,Jasper County
JEFF DAVIS CO SO,1,0,0,3,2,6,1,13,2174,2015,Jeff Davis County
GROVES PD,0,9,13,68,106,289,19,504,15665,2015,Jefferson County
NEDERLAND PD,0,10,1,36,77,316,32,472,17141,2015,Jefferson County
LAMAR UNIV PD,0,1,2,5,5,65,4,82,0,2015,Jefferson County
BEAUMONT PD,16,92,298,682,1295,3308,237,5928,117635,2015,Jefferson County
PORT ARTHUR PD,5,27,85,211,794,1518,122,2762,54032,2015,Jefferson County
PORT NECHES PD,0,1,2,42,49,157,11,262,12690,2015,Jefferson County
JEFFERSON CO SO,0,2,4,30,138,217,40,431,35043,2015,Jefferson County
JIM HOGG CO SO,0,1,0,1,3,2,1,8,5257,2015,Jim Hogg County
JIM WELLS CO SO,3,5,0,67,145,119,23,362,17190,2015,Jim Wells County
ALICE PD,1,12,6,78,250,765,23,1135,19463,2015,Jim Wells County
ORANGE GROVE PD (NR),0,0,0,1,6,17,1,25,1339,2015,Jim Wells County
PREMONT PD,0,1,1,33,21,39,2,97,2662,2015,Jim Wells County
JOHNSON CO SO,1,23,3,122,200,452,68,869,73420,2015,Johnson County
CLEBURNE PD,0,25,10,63,156,700,48,1002,29864,2015,Johnson County
GODLEY PD,0,1,0,5,1,14,6,27,1061,2015,Johnson County
ALVARADO PD,0,4,1,6,20,70,4,105,3937,2015,Johnson County
BURLESON PD,0,15,11,43,127,716,39,951,43150,2015,Johnson County
JOSHUA PD,0,4,2,16,15,63,1,101,6029,2015,Johnson County
KEENE PD,0,0,0,17,26,58,2,103,6168,2015,Johnson County
VENUS PD,0,1,0,5,6,21,3,36,3289,2015,Johnson County
JONES CO SO,0,0,0,0,17,49,9,75,6352,2015,Jones County
HAMLIN PD,0,1,0,6,9,20,3,39,2015,2015,Jones County
HAWLEY PD (NR),0,0,0,0,4,3,0,7,605,2015,Jones County
STAMFORD PD,0,1,1,6,22,36,6,72,2971,2015,Jones County
ANSON PD (NR),0,2,0,5,24,29,5,65,2298,2015,Jones County
KARNES CO SO,1,0,0,5,29,92,4,131,8104,2015,Karnes County
KENEDY PD,0,0,0,11,57,165,1,234,3463,2015,Karnes County
KARNES CITY PD,0,1,0,7,14,52,1,75,3382,2015,Karnes County
TERRELL PD,1,15,21,61,153,415,52,718,16737,2015,Kaufman County
FORNEY PD,0,11,2,11,51,194,29,298,18314,2015,Kaufman County
KAUFMAN CO SO,1,19,8,65,300,338,66,797,67894,2015,Kaufman County
KAUFMAN PD,0,3,2,10,19,116,15,165,7047,2015,Kaufman County
CRANDALL PD,0,0,0,3,26,26,12,67,3186,2015,Kaufman County
BOERNE PD,0,5,5,15,40,329,16,410,13439,2015,Kendall County
KENDALL CO SO,0,5,0,9,47,114,9,184,25111,2015,Kendall County
KENEDY CO SO,0,1,0,0,2,1,1,5,397,2015,Kenedy County
KENT CO SO (NR),0,0,3,2,3,12,0,20,781,2015,Kent County
KERR CO SO,1,21,1,28,90,224,12,377,26051,2015,Kerr County
INGRAM PD,0,1,0,2,7,41,6,57,1821,2015,Kerr County
KERRVILLE PD,1,10,5,54,83,481,27,661,23034,2015,Kerr County
KIMBLE CO SO,0,0,0,0,4,14,1,19,1962,2015,Kimble County
JUNCTION PD,0,0,1,3,5,19,2,30,2451,2015,Kimble County
KING CO SO,0,0,0,0,3,1,0,4,257,2015,King County
KINNEY CO SO (NR),0,0,0,0,5,3,1,9,1882,2015,Kinney County
KINGSVILLE PD,1,0,8,99,185,632,28,953,26601,2015,Kleberg County
TX A&M UNIV: KINGSVILLE PD (NR),0,0,0,0,31,67,0,98,0,2015,Kleberg County
KLEBERG CO SO,0,2,0,19,21,55,10,107,5683,2015,Kleberg County
KNOX CITY PD,0,0,0,8,20,11,1,40,1152,2015,Knox County
MUNDAY PD (NR),0,0,0,1,14,5,1,21,1349,2015,Knox County
KNOX CO SO (NR),0,1,0,0,8,12,1,22,2550,2015,Knox County
PARIS PD,1,5,21,94,243,726,20,1110,24823,2015,Lamar County
LAMAR CO SO,0,15,3,16,94,157,7,292,21446,2015,Lamar County
RENO PD (LAMAR CO),0,0,0,1,4,8,0,13,3283,2015,Lamar County
PARIS JR COLL,0,1,0,0,3,12,0,16,0,2015,Lamar County
LITTLEFIELD PD,0,6,4,26,62,107,9,214,6129,2015,Lamb County
OLTON PD (NR),0,0,0,7,13,16,4,40,2143,2015,Lamb County
LAMB CO SO,0,5,0,5,25,54,7,96,4297,2015,Lamb County
LAMPASAS CO SO,0,0,0,2,23,90,8,123,10390,2015,Lampasas County
LAMPASAS PD,0,8,1,14,38,180,11,252,7353,2015,Lampasas County
ENCINAL PD (NR),0,0,0,4,4,0,2,10,590,2015,La Salle County
LA SALLE CO SO,0,0,0,2,5,24,1,32,7643,2015,La Salle County
SHINER PD,0,0,0,3,7,1,0,11,2069,2015,Lavaca County
HALLETTSVILLE PD,0,1,0,17,16,59,3,96,2611,2015,Lavaca County
MOULTON PD,0,0,0,0,0,0,0,0,903,2015,Lavaca County
LAVACA CO SO,0,2,0,7,45,35,6,95,12569,2015,Lavaca County
YOAKUM PD,1,3,2,15,66,94,3,184,6035,2015,Lavaca County
LEE CO SO,0,3,1,11,26,60,6,107,10562,2015,Lee County
GIDDINGS PD,0,3,5,11,2,107,1,129,5084,2015,Lee County
LEXINGTON PD,0,3,0,1,5,16,3,28,1168,2015,Lee County
LEON CO SO,0,1,0,14,71,160,21,267,15138,2015,Leon County
NORMANGEE PD (NR),0,0,0,0,0,0,0,0,686,2015,Leon County
DAYTON PD,1,3,4,10,22,130,22,192,7516,2015,Liberty County
CLEVELAND PD (NR),1,11,8,76,79,569,50,794,7761,2015,Liberty County
LIBERTY PD,1,2,4,31,64,247,22,371,9050,2015,Liberty County
LIBERTY CO SO,4,30,11,124,233,401,79,882,54555,2015,Liberty County
LIMESTONE CO SO,0,3,4,18,89,127,15,256,11759,2015,Limestone County
MEXIA PD,0,6,6,30,70,205,11,328,7508,2015,Limestone County
GROESBECK PD,0,5,0,3,20,49,3,80,4319,2015,Limestone County
MEXIA ISD PD (NR),0,0,0,4,1,5,0,10,0,2015,Limestone County
LIPSCOMB CO SO,3,1,1,6,6,15,2,34,3632,2015,Lipscomb County
THREE RIVERS PD,0,0,0,8,10,38,2,58,1972,2015,Live Oak County
LIVE OAK CO SO (NR),0,2,1,15,47,73,15,153,10287,2015,Live Oak County
GEORGE WEST PD (NR),0,0,0,3,14,13,1,31,2900,2015,Live Oak County
LLANO PD,0,0,0,1,17,46,2,66,3338,2015,Llano County
SUNRISE BEACH VILLAGE PD,0,0,0,1,2,6,0,9,720,2015,Llano County
LLANO CO SO,0,2,0,10,66,100,5,183,12833,2015,Llano County
LOVING CO SO,0,0,0,0,2,5,0,7,88,2015,Loving County
IDALOU PD,0,2,0,1,8,14,3,28,2336,2015,Lubbock County
SLATON PD,0,4,0,18,19,74,2,117,6054,2015,Lubbock County
LUBBOCK PD,16,187,442,1746,2629,8800,949,14769,247271,2015,Lubbock County
LUBBOCK CO SO,1,19,12,80,237,520,68,937,33099,2015,Lubbock County
WOLFFORTH PD,0,1,0,5,8,37,3,54,4215,2015,Lubbock County
SHALLOWATER PD,0,0,0,0,22,23,3,48,2548,2015,Lubbock County
TEXAS TECH UNIV: LUBBOCK PD,0,5,1,1,12,390,1,410,0,2015,Lubbock County
TAHOKA PD,0,1,1,5,10,20,3,40,2579,2015,Lynn County
O'DONNELL PD (NR),0,0,0,0,0,0,0,0,812,2015,Lynn County
LYNN CO SO,0,0,0,0,8,12,9,29,2481,2015,Lynn County
BRADY PD,0,0,0,6,37,111,14,168,5449,2015,McCulloch County
MCCULLOCH CO SO,0,0,0,0,3,4,0,7,2763,2015,McCulloch County
HEWITT PD,0,3,2,10,29,128,7,179,14307,2015,McLennan County
ROBINSON PD,0,0,2,21,22,91,5,141,11635,2015,McLennan County
MCGREGOR PD,0,3,1,21,12,38,0,75,5049,2015,McLennan County
WEST PD,0,0,0,3,6,28,1,38,2956,2015,McLennan County
RIESEL PD,0,0,0,3,1,6,1,11,1023,2015,McLennan County
BAYLOR UNIV PD,0,3,0,8,15,149,8,183,0,2015,McLennan County
WACO PD,22,78,142,453,1143,3614,156,5608,131413,2015,McLennan County
BEVERLY HILLS PD,0,2,1,9,24,50,5,91,2044,2015,McLennan County
MCLENNAN COMM COLLEGE PD,0,0,0,0,0,12,0,12,0,2015,McLennan County
LACY LAKEVIEW PD,0,7,5,31,58,201,21,323,6663,2015,McLennan County
WOODWAY PD,0,2,1,7,8,80,2,100,8829,2015,McLennan County
BELLMEAD PD,0,11,13,80,115,984,34,1237,10249,2015,McLennan County
TSTC: WACO PD,0,3,0,2,32,42,0,79,0,2015,McLennan County
LORENA PD,0,1,0,3,4,17,0,25,1742,2015,McLennan County
MCLENNAN CO SO,1,36,5,47,185,257,40,571,46542,2015,McLennan County
MCMULLEN CO SO,0,0,0,1,9,35,1,46,832,2015,McMullen County
MADISON CO SO,0,2,1,15,53,68,7,146,9258,2015,Madison County
MADISONVILLE PD,0,8,5,9,23,119,15,179,4589,2015,Madison County
MARION CO SO,0,0,2,42,76,79,7,206,8051,2015,Marion County
JEFFERSON PD,0,1,0,10,16,44,4,75,2031,2015,Marion County
MARTIN CO SO,0,0,1,9,19,57,0,86,2713,2015,Martin County
STANTON PD,0,0,0,3,3,15,6,27,2933,2015,Martin County
MASON CO SO,0,2,0,2,9,18,3,34,4095,2015,Mason County
MATAGORDA CO SO,0,6,4,32,103,184,8,337,14605,2015,Matagorda County
BAY CITY ISD PD,0,0,0,0,1,12,0,13,0,2015,Matagorda County
PALACIOS PD,0,0,1,3,34,97,4,139,4638,2015,Matagorda County
BAY CITY PD,1,8,15,35,189,520,5,773,17305,2015,Matagorda County
MAVERICK CO SO (NR),0,2,0,49,131,243,25,450,28975,2015,Maverick County
EAGLE PASS PD,1,0,4,48,188,823,29,1093,28823,2015,Maverick County
DEVINE PD,0,5,3,8,11,87,6,120,4636,2015,Medina County
NATALIA PD,0,0,0,7,2,35,3,47,1470,2015,Medina County
CASTROVILLE PD,0,0,0,0,4,39,3,46,2939,2015,Medina County
MEDINA CO SO,2,17,5,32,123,185,22,386,30032,2015,Medina County
HONDO PD,0,1,3,21,31,318,9,383,9114,2015,Medina County
MENARD CO SO (NR),0,0,0,0,0,6,0,6,2131,2015,Menard County
MIDLAND CO SO,2,0,13,62,180,457,96,810,26638,2015,Midland County
MIDLAND ISD PD,0,0,1,7,2,31,1,42,0,2015,Midland County
MIDLAND PD,7,46,61,305,656,2544,181,3800,132625,2015,Midland County
ROCKDALE PD,0,1,0,16,36,94,9,156,5555,2015,Milam County
THORNDALE PD,0,0,0,2,7,91,1,101,1298,2015,Milam County
CAMERON PD,1,0,7,15,58,125,1,207,5363,2015,Milam County
MILAM CO SO,0,0,0,10,43,52,7,112,11986,2015,Milam County
MILLS CO SO,0,0,0,0,12,27,1,40,4861,2015,Mills County
MITCHELL CO SO (NR),0,0,0,1,6,12,2,21,4886,2015,Mitchell County
COLORADO CITY PD (NR),1,0,0,7,47,30,4,89,4130,2015,Mitchell County
